timestamp_us,qw,qi,qj,qk
1672088,0.99786376953125,0.0633544921875,-0.01580810546875,-0.0009765625
1679060,0.99786376953125,0.0633544921875,-0.01580810546875,-0.0009765625
1689060,0.99786376953125,0.0633544921875,-0.01580810546875,-0.0009765625
1699060,0.99786376953125,0.06329345703125,-0.01580810546875,-0.0009765625
1709060,0.99786376953125,0.0633544921875,-0.01580810546875,-0.00091552734375
1719060,0.99786376953125,0.0633544921875,-0.01580810546875,-0.00091552734375
9107060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9117060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9127060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9136060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9147060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9157060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9167060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9176060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9187060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9196060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9207060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9216060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9227060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9237060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9247060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9257060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9267060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9276060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9287060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9297060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9306060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9316060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9327060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9337060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9346060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9357060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9367060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9377060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9387060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9397060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9407060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9417060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9426060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9436060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9447060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9456060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9466060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9476060,0.9979248046875,0.06170654296875,-0.01678466796875,-0.00067138671875
9486060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9496060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9506060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9516060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9526060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9536060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9546060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9556060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9566060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9576060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9586060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9596060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9606060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9616060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9626060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9636060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9646060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9656060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9666060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9676060,0.9979248046875,0.06170654296875,-0.016845703125,-0.00067138671875
9686060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9695060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9706060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9716060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9726060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9736060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9746060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9755060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9766060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9775060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9786060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9795060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9806060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9815060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9826060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9836060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9846060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
9855060,0.9979248046875,0.06170654296875,-0.01690673828125,-0.00067138671875
